"","textoComentario"
"421","Dos horas esperando a ser atendidos en atención al visitante. Una sola persona para atender una cola de más de 50 personas. Atención pésima"
"422","Pasamos día días fantásticos, nosotros no compramos el fastpass porque a penas había colas al ser finales de septiembre, estaba todo lo de halloween colocado y había muchísimos espectáculos ya con la temática, solo hubo una atracción que estaba en reparación todas las demás nos...Más"
"423","Hemos pasado un par de días en el gran parque temático de Tarragona. Para esta temporada hemos notado mejoras en el mantenimiento, pero operativas mejorables, como cada año. La nueva atracción en la zona de Sésamo, Street Mission, muy lograda, divertida y recomendable, pero con...Más"
"424","Para empezar el parque cerraba a las 19:00, ya con el cambio de hora (verano). Mal, muy mal. Es la tercera vez que voy y creo que la última. Colas interminables (hasta dos horas), precios disparados (han subido los precios desde la última vez que...Más"
"425","A pesar de salir un día bastante malo, disfrutamos del parque gracias a sus espectáculos y atracciones. La única pega, que a pesar de pagar un extra por express tuvimos que esperar bastante para montar en las atracciones. Uno de los platos fuertes de esta...Más"
"426","Las atracciones espectaculares, las entradas bien de precio, la comida y bebida un atraco, como en todos los parques de atracciones."
"427","Diversión en estado puro para toda la familia, peques adolescentes y más mayores. Algo más que abusivo en los precios y sigo pensando que por muy en Cataluña que este que predomine el catalán como lengua deja mucho que desear"
"428","No soy de montaña rusa, pero me lo pasé genial, espectáculos, animaciones, juegos... bueno de todo! 
Fue un día de lluvia y aquello estaba petado! Todo el mundo súper alegre, me encanto... todo! 
Las temáticas, las atracciones, vamos que todo! 
Súper recomendable y a volver...Más"
"429","Creo que todo lo que pueda decir sobra porque es un parque mega conocido pero pasas un día diferente y en mi caso volví a ser niña, respecto al precio de la entrada nosotros compramos la entrada normal más la de Ferrari land y nos...Más"
"430","Muy grande y muy bien ambientado. Nos alojamos en el Hotel Caribe del mismo parque. Si hace buen tiempo se pasa bien, pero si hay viento o lluvia mejor no ir porque funcionan mal las montañas rusas. Estuvimos esperando como 2 horas para montar en...Más"
"431","Después de haber venido durante bastante tiempo creo que ya no me van a ver el pelo más.
Ya sé que es un parque privado pero es vergonzoso que ahora a los minusválidos nos cataloguen segun la minusvalía que tengamos y decidir si somos aptos...Más"
"432","La tematica del parque esta bien,  la entrada muy cara para un dia, el parking tambien caro, pagando diferente si querias el coche cerca de la puerta o mas lejos. Si ya comes dentro tampoco es barato y no hablo de restaurante y para rematar...Más"
"433","Como indico en el título, un buen día de diversión. Estuve básicamente en la zona de sésamo aventura y ideal para el disfrute de los niños. En la parte negativa pondría las colas y el dineral que te puedes gastar contando las entradas y todos...Más"
"434","No se puede tener tanta avaricia y ansia de dinero para montar semejante basura de parque. Desde que entras se te forma un agujero en la cartera, irreparable para un día de colas y esperas interminables que solo llenan los bolsillos de los 4 personajes...Más"
"435","Es la segunda vez que acudimos, no tenemos pegas acerca del parque.. el único “pero” que podría decir es que a mi parecer falta un poco más de presencias de personajes en el parque (la vez anterior fuimos en halloween, y creo que hubo bastante...Más"
"436","Ideal para ir en familia, para los pequeños solo tiene Barrio Sésamo pero se divierten mucho también. Repetiremos sin duda."
"437","El parque en si esta bien.  El personal es amable la ambientación en general del parque es atractiva...  Pero hay cosas que tienen que cambiar para ponerse a la altura de los mejores parques europeos.  
Primero:  el cliente es lo más importante.  Y si para...Más"
"438","El parque, la restauración, la atención del personal excelente. Ahora bien, al aplicar tarifas , de vergüenza. Según preguntarás te daban una tarifa u otra. Nunca la misma. O te venden dos parques dos dias ( por la entrada a Ferrari land) y te das...Más"
"439","Ya no me refiero al interminable tiempo de espera en casi cualquiera que sea la atracción que pueda merecer la pena sino a los problemas derivados de padre o madre que hace la cola y que cuando le toca llama a toda la prole para...Más"
"440","Llevo muchos años viviendo a Portugal Aventura, y la verdad es que no siempre salgo contento .

Es un gran parque, con muchísimos servicios y unas grandes atracciones y espectáculos.

Sin embargo hay cosas muy mejorables.

Para empezar el famoso tema de los padres express....Más"
"441","Bueno me encanta desde siempre este parque, lo que me molesta son los precios dentro de este, tanto d menus como precio de bebidas y pases express, pero es por decir algo, por lo demas me encanta!"
"442","El parque está muy bien. Lo recomiendo. En temporada de verano masificación de gente, como cualquier parque temático en temporada alta, pero buenas atracciones. Lo peor son las colas, pero cuando vas a un sitio así sabes que es inevitable"
"443","Estuvimos un viernes de abril y nos sorprendió para bien el ambiente y la calidad de todas las atracciones que probamos. Shambhala y Furius Baco merecen mucho la pena. Si puedes hacer una visita rápida a Ferrari Land, mejor que mejor."
"444","Parque con muy buena ambientación desde la naturaleza a los decorados, atracciones para todos, buen acceso para personas con movilidad reducida.. Lo único malo los precios  tanto de entradas como comidas dentro, lo mejor es buscar algún descuento.. Y otra pega las filas larguísimas en...Más"
"445","Fui a este parque de atracciones el mes de agosto del 2018, y a pesar de la cantidad de gente que había y el calor, fueron dos días con muchas emociones. El problema del calor fue agobiante, pues la falta de sombra en algunas atracciones...Más"
"446","Un parque muy completo,preparado para todas las edades,había especial Halloween y muchos actores por las instalaciones,personal muy agradable,lo que veo escaso son las variedades de restaurantes u opciones para comer,pero similar a otros parques,pero hay otros que ofrecen más variedad.
Zona Ferrari merece la pena,muy...Más"
"447","Realizamos un viaje de empresa en la zona y una de las actividades fue el parque de atracciones que disfrutamos en la tarde-noche cuando el calor había bajado un poco - mes de julio - y había menos gente por lo que no había colas...Más"
"448","Son muchas las veces que había ido al parque pero todas en verano... por lo que las largas colas solo dejaban disfrutar de pocas atracciones.

Esta vez la visita a portaventura fueron 2 días, la estancia fue en NH Reus, totalmente recomendable. Durante los 2...Más"
"449","Hemos estado en muchas ocasiones visitando el parque, la última el  el Sábado 6 de Abril, tiene todo lo necesario para pasar un día estupendo, atracciones de todo tipo para adultos y niños, todo tipo de puntos de comida y restauración y buenos espectáculos, a...Más"
"450","Tuve la suerte de ir con mis padres de viaje cuando era un niño y el parque llevaba escasamente un año abierto. Me encantó. Pero hasta el pasado año (junio 2018) no lo volví a pasar, habían cambiado muchas cosas, pero la esencia principal ahí...Más"
"451","Gran parque de atracciones. Muy recomendado para familias y sobretodo muy recomendable pasar un fin de semana completo en uno de los hoteles. Sale mas económico y además sin colas en las atracciones. A destacar la temporada de Halloween. Lo único que no comprendo es...Más"
"452","Un muy buen parque de atracciones con una ambientación cojonuda pero con grandes colas (de incluso de hora y hora y media) incluso yendo en días entre semana fuera de la temporada alta"
"453","El parque mejor de Europa con las atracciones mejores, el staff muy simpatico y atento a todo, los espectaculos eran buenisimos, realmente muy aconsejable para todas las edades"
"454","Fuimos en grupo de 8 y nos lo pasamos genial. Por suerte compramos la pulseras porque había bastante gente y nos horramos mucho tiempo en colas. Recomendadisimo!!!"
"455","El horario de invierno es muy corto al cerrar a las 19:00 horas y el precio es el mismo que en verano. Cómo eran vacaciones de Navidad el parque estaba muy lleno, normal. Así que se nos hizo muy corto el día entre cola y...Más"
"456","Van mejorando con mas atracciones, y tienen el Shambala que es muy guay.
Lo recomiendo para el que le gusten los parques de atracciones.
El ferrariland me decepciono, pagas por todo, mucha cola y atracciones sencillas, este no lo recomiendo."
"457","Brutal la experiencia y el trato recibido en general, tal vez lo unico es que su precio es demasiado caro para los bolsillos actuales y es una lastima el no poder visitar el parque mas de continuo por ello la gente prefiere turismo mas alla...Más"
"458","una visita q nunca puede faltar cada año con mis,hijos pequeños,espectaculos para ellos,tranquilidad,atracciones.
lo negativo que cierran a las 19:00 cuando perfectamente podrian cerrar a las 21:00,porque entre atracciones y espectaculos todo no te da tiempo hacerlo y por eso siempre nos quedamos en uno...Más"
"459","Teatro musical con actuaciones circenses de gran calidad. Cantantes en directo. Para toda la familia."
"460","Considero este parque, cómo uno de los  mejores de Europa, en instalaciones , atracciones y espectáculos, nada que envidiar a Disneyland
Además tiene otras atracciones accesorias y unos hoteles preciosos muy bien ambientados, me encanta ir con familia o amigos , y se puede repetir,...Más"
"461","Aprovechando la Navidad, la afluencia de público aceptable y la decoración como en todo muy acertada. Nos quedan todavía varias fiestas en Port Aventura!"
"462","Parque 3er mundista. 
Colas kilométricas entre otras cosas por escatimar en personal y por pésima organización. Quieren abarcar más de lo que pueden. Resumen general de algo que si me pongo a explicar no acabaría jamás.Más"
"463","Apreciado Mimo C, sentimos que su experiencia en el parque no haya estado a la altura de sus expectativas. Tomamos nota de sus observaciones sobre los tiempos de espera, y la falta de personal, y las hacemos llegar a las áreas implicadas para su debido...Más"
