"","textoComentario"
"427","Contratamos una aidioguia y nos encanto la visita 
Esta muy bien explicada y esta increíble todo 
Regresaría con gusto"
"428","Vivo muy cerca de la Sagrada Familia y siempre para mí ha sido un monumento espectacular. Si vienes a Barcelona tienes que disfrutar nada más mirándola. Pierde el tiempo necesario para no olvidarte de ella."
"429","Me encanto es impresionante, no hay palabras para describir lo que uno siente al verla de cerca, había estado muchas veces en Barcelona pero solo la había visto por fuera y es una auténtica maravilla. Hay que verla"
"430","Varias veces he visitado por fuera la Sagrada Familia, pero nunca lo había hecho desde el parque que queda al frente. Se pueden obtener unas fotos increíbles, hay muchos árboles, mucha sombra para poder sentarse a disfrutar los detalles de la iglesia, sacar fotos, tomar...Más"
"431","Más chinos que hormigón tiene la basílica. Ves muy temprano o a ultimisima hora, si no, tendrás que meter codos para poder hacer una foto decente"
"432","No puede faltar la visita si vives o viajas a Barcelona .Es unas de las obras mas espectaculares de Gaudi."
"433","En una sola palabra ESPECTACULAR. La fachada es algo que siempre he visto en revistas o reportajes, pero en el interior se te ponen los pelos de punta, es genial que grandiosidad."
"434","Es muy  interesante, Las explicaciones te ayudan a entender como Gaudí diseño la Sagrada Familia.Y la Basílica  te sorprende por exquisita arquitectura."
"435","Excelente obra arquitectónica donde se aprecia el trabajo de Gaudi, si bien todavia no esta terminada se puede disfrutar de vs lugares, faltan terminar las torres. en nuestro caso llovió un poco antes de entrar y cerraron el acceso a las torres que ya teníamos...Más"
"436","Preciosa digna de perder una mañana.
Ver las maquetas que realitzo Gaudi.
La luminosidad y su bellesa la convierten en uno de los mejores monumentos del mundo."
"437","magnifica ocasión de conocer la obra de Gaudi ,se debe pedir la entrada y hora de visita por internet"
"438","Esta es una de las mayores construcciones en las que yo haya estado, está llena de detalles que descubres a cada paso. Vale la pena escuchar la audio-guía y dedicarle el tiempo suficiente. En definitiva una construcción maravillosa y llena de magia y cultura."
"439","Es un edificio fantástico por diseño como por medidas. Las Torres son colosales. Solo pensar cuando estén acabadas y ya la imaginación se te pierde. Se respira Gaudi por todos los costados. Es una visita imprescindible para todo el que pase por Barcelona. Es una...Más"
"440","No tenía muy claro de que se trataba. Mientras esperaba para entrar tuve una instrucción rápida sobre Antonio Gaudí. 
Ya en la entrada se eriza la piel. Y dentro...es emocionante el trabajo y el pensamiento que tiene. Un must to do en Barcelona"
"441","Después de visitar lugares así, nos damos cuenta de que debemos viajar para aprender.. La basílica es una obra de Arte, ingeniería y avanzada a su tiempo..hasta los niños se quedan sin palabras. Me quito el sombrero"
"442","Impresionante aunque masificado de gente, ojo la cartera y pertenencias... En la zona cuesta comer bien, hay muchos locales pero no son de comida española genuina... Más bien imitadores de comida española"
"443","La mejor basílica del mundo. Recomendable 100%.Mi ciudad no puede tener nada mejor. Hay muchísima gente, pero está bien organizado."
"444","Nos basta con verla por fuera, hay que entrar y admirar su belleza interior, el gran arquitecto  de Antoni Gaudí.  Vale la pena comprar la visita guiada ya que en una cantidad de tiempo razonable obtienes toda la información histórica necesaria de la basílica, así...Más"
"445","Es increíble su construcción su idea para la época que fué pensado.. sin dudas un punto de interés máximo a visitar"
"446","Fuimos el sábado a la Sagrada Familia y no me cansaba de mirarla es espectacular,me encantó.volveria a verla sin ninguna duda.es preciosa la mires  por donde la mires."
"447","Muy bonita pero muy explotado. Deberían cuidar un poco más los accesos. Por dentro es maravillosa y no puedes dejar de descubrir cosas!"
"448","Lugar obligado a visitar en Barcelona, no ir es como no haber venido a Barcelona. Las entradas deben comprarse con anticipación por internet pues se agotan, sobre todo en epoca de vacaciones. Tomamos un tour guiado el cual fue muy completo y agradable. La Basilica...Más"
"449","Es impresionante la obra que han hecho y aún no han culminado, te puedes pasar varios minutos admirando la arquitectura del lugar y quedas maravillado, desde el monte montjui, es lo primero que ves, porque es monstruosa, es una paseo que puede llevarte 1 hora...Más"
"450","Era mi tercera visita a la Sagrada Familia y una vez más disfruté de la magia de Gaudí. Intentaré visitarla de nuevo cuando ya esté terminada. En la parte negativa, la visita a la torre, muy cara y decepcionante ya que había poco que ver...Más"
"451","Hay que darse tiempo para observar con detalle la arquitectura de Gaudí, a veces difícil de entender. La parte interior me gustó más que el exterior. Muy iluminada con divinas columnas y con formas de la naturaleza. Se puede visitar su terraza q tiene magníficas...Más"
"452","muy hermosa la basilica
vale la pena visitarla por adentro te quedas asombrado y podes sacar hermosas fotos
es para recomendar"
"453","El ver la Sagrada Familia es una visita obligada en Barcelona. Eso si, demasiados turistas en julio y largas colas."
"454","Con la entrada general sacada por internet podes recorrerla a tu ritmo y apreciar el arte de cada rincón. El día soleado ayudó a que los vitró se vean maravillosos. Sugiero sacar antes las entradas por la disponibilidad y el tiempo. Se ingresa sobre la...Más"
"455","Una obra de arte magnifica, con un alto contenido religioso. Sus vitraux impresionantes. Es una pena que no pueda accederse a la totalidad ( torres, cripta)"
"456","Una linda atracción de Barcelona, nos gusto mucho un tour muy enriquecedor en la parte cultural y espiritual."
"457","Lo más espectacular que he visto en cuanto a iglesia o monumento. Es realmente una maravilla imperdible no sólo en Barcelona sino en España y Europa toda."
"458","Impresionante cada vez que vienes a Barcelona , nunca podrás dejar de reconocer la grandeza de Gaudi; aunque lo visitaste , habrá que volver, ejemplo de lo que se puede hacer mañana, la utopía..."
"459","Turística, visita obligada si vienes a Barcelona.  Inacabada pero preciosa, con el metro llegas hasta casi la puerta."
"460","Sin lugar a dudas una maravilla arquitectónica que no han sabido continuar los arquitectos egocéntricos. Su altar, Torres llenos de detalles con esas curvas gaudinianas. Para cuando visita virtual?"
"461","Una visita obligada en  Barcelona. La obra completa de Gaudí es muy interesante, pero esta iglesia impresiona por lo diferente y bien concebida. Hay que volver aver,a terminada el 2026."
"462","Hay que reconocer que el edificio es muy bonito y que se puede disfrutar de la arquitectura, vidrieras e imágenes pero hay varios aspectos negativos y es por lo que le doy una baja valoración. En primer lugar está muy magnificada, no me ha impresionado...Más"
"463","Es muy bonita, con muchos visitantes. No pudimos acceder porque los boletos de acceso hay que comprarlos por Internet y se habían agotado las capacidades del día. No desaprovechamos la oportunidad de hacernos algunas fotos."
"464","He recomendado con tanta emoción es maravilloso estar ahí cada espacio, decir precioso es poco la verdad, la audio guía muy útil práctico se deja entender todo a la perfección."
"465","Es una visita fija de Barcelona y la verdad es que lo merece.
Hicimos la subida a la torre que es un muy lindo paseo."
"466","Es un sitio de historia antigua , la obra llavar más de 50 años. El arquitecto lo desdeñado súper bien"
"467","Independientemente de tema religioso es una obra monumental. Ir a mediodía con sol vertical, entra sol por los laterales, uno como una cortina azulada y otro de coñor rojizo/ anaranjado. Se puede subir a las torres. Altar bonito, distinto. Las fachadas me gusta la antigua,...Más"
"468","Bueno vine porque era una actividad que entraba dentro de mi pack vacacional y no estuvo nada mal, bastante impresionante."
"469","De obligada visita si vas a Barcelona. Es impresionante. Lo visité hace doce años y me llamó la atención el hecho de que parece que siempre está en obras. Las grúas en el mismo sitio que hace 12 años."
"470","Increible! Vale muchísimo la pena! Si x fuera es impresionante por dentro1000 veces más. 30 años viviendo en bcn y no la había visitado nunca!"
"471","Muy buen paseo!! Que grande Gaudí (una obviedad!!!) en fin, contratamos la audioguia y funcionó muy bien.👍 Una maravilla para los 👁!! 🥰"
"472","Impactante obra de Gaudí y de sus colaboradores. Vale la pena conocerla. Dato a tener en cuenta: las entradas compradas por internet salen más baratas que en la taquilla."
"473","Es una experiencia mágica. Encuentro con la genialidad de un ser q parece de otro mundo, te hace vibrar, te hace soñar, pero sobre todo te enseña, q como seres humanos podemos ser creadores respetando a la naturaleza ,aprendiendo de ella. No dudes de ir...Más"
"474","La maravilla de Barcelona. Un lugar que has de visitar solo o en familia y adquirir un audioguia, la historia es la mejor parte."
"475","No dejen de visitarla y comprar la entrada con el audio guía. Es imponente !!!!! Me salió 26 euros la entrada en una boletería en plaza España porque estaban agotadas por internet."
"476","Es imponente la basílica, todavía está en obra pero se puede apreciar las esculturas y el nivel de detalle de su estructura, realmente es impresionante. La entrada de 64 euros me parece excesiva, si bien es muy una obra magnífica me parece demasiado costosa comparada...Más"
"477","Impresionante es la mejor palabra para describirla. Merece la pena hacer la visita con audio guía. Recomiendo hacer la reserva con tiempo y directamente con la Basilica todos los intermediarios cobran comisión y es la misma visita. Recomendable 100% entrar antes de la puesta de...Más"
"478","Este diría yo que es un imperdible de Barcelona. Poder admirar la belleza de su interior y exterior es un agrado. Recomiendo comprar entradas en internet ( sitio oficial) y así evitar hacer largas filas."
